統計年度,按照別,區域別,生母年齡,出生者性別,嬰兒出生數
113,按登記日期分,屏東縣琉球鄉,31歲,女,2
113,按登記日期分,屏東縣琉球鄉,32歲,女,6
113,按登記日期分,屏東縣琉球鄉,33歲,女,3
113,按登記日期分,屏東縣琉球鄉,34歲,女,3
113,按登記日期分,屏東縣琉球鄉,35歲,女,1
113,按登記日期分,屏東縣琉球鄉,36歲,女,0
113,按登記日期分,屏東縣琉球鄉,37歲,女,0
113,按登記日期分,屏東縣琉球鄉,38歲,女,3
113,按登記日期分,屏東縣琉球鄉,39歲,女,0
113,按登記日期分,屏東縣琉球鄉,40歲,女,0
113,按登記日期分,屏東縣琉球鄉,41歲,女,0
113,按登記日期分,屏東縣琉球鄉,42歲,女,1
113,按登記日期分,屏東縣琉球鄉,43歲,女,0
113,按登記日期分,屏東縣琉球鄉,44歲,女,1
113,按登記日期分,屏東縣琉球鄉,45歲,女,1
113,按登記日期分,屏東縣琉球鄉,46歲,女,0
113,按登記日期分,屏東縣琉球鄉,47歲,女,0
113,按登記日期分,屏東縣琉球鄉,48歲,女,0
113,按登記日期分,屏東縣琉球鄉,49歲,女,0
113,按登記日期分,屏東縣琉球鄉,50歲以上,女,0
113,按登記日期分,屏東縣車城鄉,未滿15歲,男,0
113,按登記日期分,屏東縣車城鄉,15歲,男,0
113,按登記日期分,屏東縣車城鄉,16歲,男,0
113,按登記日期分,屏東縣車城鄉,17歲,男,0
113,按登記日期分,屏東縣車城鄉,18歲,男,0
113,按登記日期分,屏東縣車城鄉,19歲,男,0
113,按登記日期分,屏東縣車城鄉,20歲,男,0
113,按登記日期分,屏東縣車城鄉,21歲,男,2
113,按登記日期分,屏東縣車城鄉,22歲,男,0
113,按登記日期分,屏東縣車城鄉,23歲,男,0
113,按登記日期分,屏東縣車城鄉,24歲,男,0
113,按登記日期分,屏東縣車城鄉,25歲,男,1
113,按登記日期分,屏東縣車城鄉,26歲,男,0
113,按登記日期分,屏東縣車城鄉,27歲,男,2
113,按登記日期分,屏東縣車城鄉,28歲,男,1
113,按登記日期分,屏東縣車城鄉,29歲,男,0
113,按登記日期分,屏東縣車城鄉,30歲,男,2
113,按登記日期分,屏東縣車城鄉,31歲,男,1
113,按登記日期分,屏東縣車城鄉,32歲,男,1
113,按登記日期分,屏東縣車城鄉,33歲,男,1
113,按登記日期分,屏東縣車城鄉,34歲,男,1
113,按登記日期分,屏東縣車城鄉,35歲,男,0
113,按登記日期分,屏東縣車城鄉,36歲,男,2
113,按登記日期分,屏東縣車城鄉,37歲,男,0
113,按登記日期分,屏東縣車城鄉,38歲,男,1
113,按登記日期分,屏東縣車城鄉,39歲,男,0
113,按登記日期分,屏東縣車城鄉,40歲,男,0
113,按登記日期分,屏東縣車城鄉,41歲,男,1
113,按登記日期分,屏東縣車城鄉,42歲,男,0
113,按登記日期分,屏東縣車城鄉,43歲,男,0
113,按登記日期分,屏東縣車城鄉,44歲,男,0
113,按登記日期分,屏東縣車城鄉,45歲,男,0
113,按登記日期分,屏東縣車城鄉,46歲,男,0
113,按登記日期分,屏東縣車城鄉,47歲,男,0
113,按登記日期分,屏東縣車城鄉,48歲,男,0
113,按登記日期分,屏東縣車城鄉,49歲,男,0
113,按登記日期分,屏東縣車城鄉,50歲以上,男,0
113,按登記日期分,屏東縣車城鄉,未滿15歲,女,0
113,按登記日期分,屏東縣車城鄉,15歲,女,0
113,按登記日期分,屏東縣車城鄉,16歲,女,0
113,按登記日期分,屏東縣車城鄉,17歲,女,0
113,按登記日期分,屏東縣車城鄉,18歲,女,0
113,按登記日期分,屏東縣車城鄉,19歲,女,0
113,按登記日期分,屏東縣車城鄉,20歲,女,0
113,按登記日期分,屏東縣車城鄉,21歲,女,0
113,按登記日期分,屏東縣車城鄉,22歲,女,0
113,按登記日期分,屏東縣車城鄉,23歲,女,0
113,按登記日期分,屏東縣車城鄉,24歲,女,1
113,按登記日期分,屏東縣車城鄉,25歲,女,0
113,按登記日期分,屏東縣車城鄉,26歲,女,3
113,按登記日期分,屏東縣車城鄉,27歲,女,1
113,按登記日期分,屏東縣車城鄉,28歲,女,1
113,按登記日期分,屏東縣車城鄉,29歲,女,1
113,按登記日期分,屏東縣車城鄉,30歲,女,1
113,按登記日期分,屏東縣車城鄉,31歲,女,1
113,按登記日期分,屏東縣車城鄉,32歲,女,3
113,按登記日期分,屏東縣車城鄉,33歲,女,2
113,按登記日期分,屏東縣車城鄉,34歲,女,1
113,按登記日期分,屏東縣車城鄉,35歲,女,0
113,按登記日期分,屏東縣車城鄉,36歲,女,2
113,按登記日期分,屏東縣車城鄉,37歲,女,0
113,按登記日期分,屏東縣車城鄉,38歲,女,0
113,按登記日期分,屏東縣車城鄉,39歲,女,0
113,按登記日期分,屏東縣車城鄉,40歲,女,0
113,按登記日期分,屏東縣車城鄉,41歲,女,0
113,按登記日期分,屏東縣車城鄉,42歲,女,0
113,按登記日期分,屏東縣車城鄉,43歲,女,0
113,按登記日期分,屏東縣車城鄉,44歲,女,0
113,按登記日期分,屏東縣車城鄉,45歲,女,0
113,按登記日期分,屏東縣車城鄉,46歲,女,0
113,按登記日期分,屏東縣車城鄉,47歲,女,0
113,按登記日期分,屏東縣車城鄉,48歲,女,0
113,按登記日期分,屏東縣車城鄉,49歲,女,0
113,按登記日期分,屏東縣車城鄉,50歲以上,女,0
113,按登記日期分,屏東縣滿州鄉,未滿15歲,男,0
113,按登記日期分,屏東縣滿州鄉,15歲,男,0
113,按登記日期分,屏東縣滿州鄉,16歲,男,0
113,按登記日期分,屏東縣滿州鄉,17歲,男,0
113,按登記日期分,屏東縣滿州鄉,18歲,男,0
113,按登記日期分,屏東縣滿州鄉,19歲,男,0
113,按登記日期分,屏東縣滿州鄉,20歲,男,1
113,按登記日期分,屏東縣滿州鄉,21歲,男,0
113,按登記日期分,屏東縣滿州鄉,22歲,男,1
113,按登記日期分,屏東縣滿州鄉,23歲,男,1
113,按登記日期分,屏東縣滿州鄉,24歲,男,2
113,按登記日期分,屏東縣滿州鄉,25歲,男,2
113,按登記日期分,屏東縣滿州鄉,26歲,男,1
113,按登記日期分,屏東縣滿州鄉,27歲,男,5
113,按登記日期分,屏東縣滿州鄉,28歲,男,0
113,按登記日期分,屏東縣滿州鄉,29歲,男,0
113,按登記日期分,屏東縣滿州鄉,30歲,男,1
113,按登記日期分,屏東縣滿州鄉,31歲,男,2
113,按登記日期分,屏東縣滿州鄉,32歲,男,1
113,按登記日期分,屏東縣滿州鄉,33歲,男,2
113,按登記日期分,屏東縣滿州鄉,34歲,男,0
113,按登記日期分,屏東縣滿州鄉,35歲,男,2
113,按登記日期分,屏東縣滿州鄉,36歲,男,2
113,按登記日期分,屏東縣滿州鄉,37歲,男,0
113,按登記日期分,屏東縣滿州鄉,38歲,男,2
113,按登記日期分,屏東縣滿州鄉,39歲,男,0
113,按登記日期分,屏東縣滿州鄉,40歲,男,1
113,按登記日期分,屏東縣滿州鄉,41歲,男,0
113,按登記日期分,屏東縣滿州鄉,42歲,男,0
113,按登記日期分,屏東縣滿州鄉,43歲,男,0
113,按登記日期分,屏東縣滿州鄉,44歲,男,0
113,按登記日期分,屏東縣滿州鄉,45歲,男,0
113,按登記日期分,屏東縣滿州鄉,46歲,男,0
113,按登記日期分,屏東縣滿州鄉,47歲,男,0
113,按登記日期分,屏東縣滿州鄉,48歲,男,0
113,按登記日期分,屏東縣滿州鄉,49歲,男,0
113,按登記日期分,屏東縣滿州鄉,50歲以上,男,0
113,按登記日期分,屏東縣滿州鄉,未滿15歲,女,0
113,按登記日期分,屏東縣滿州鄉,15歲,女,0
113,按登記日期分,屏東縣滿州鄉,16歲,女,0
113,按登記日期分,屏東縣滿州鄉,17歲,女,0
113,按登記日期分,屏東縣滿州鄉,18歲,女,0
113,按登記日期分,屏東縣滿州鄉,19歲,女,0
113,按登記日期分,屏東縣滿州鄉,20歲,女,1
113,按登記日期分,屏東縣滿州鄉,21歲,女,2
113,按登記日期分,屏東縣滿州鄉,22歲,女,1
113,按登記日期分,屏東縣滿州鄉,23歲,女,1
113,按登記日期分,屏東縣滿州鄉,24歲,女,1
113,按登記日期分,屏東縣滿州鄉,25歲,女,2
113,按登記日期分,屏東縣滿州鄉,26歲,女,2
113,按登記日期分,屏東縣滿州鄉,27歲,女,3
113,按登記日期分,屏東縣滿州鄉,28歲,女,3
113,按登記日期分,屏東縣滿州鄉,29歲,女,3
113,按登記日期分,屏東縣滿州鄉,30歲,女,0
113,按登記日期分,屏東縣滿州鄉,31歲,女,1
113,按登記日期分,屏東縣滿州鄉,32歲,女,0
113,按登記日期分,屏東縣滿州鄉,33歲,女,2
113,按登記日期分,屏東縣滿州鄉,34歲,女,1
113,按登記日期分,屏東縣滿州鄉,35歲,女,1
113,按登記日期分,屏東縣滿州鄉,36歲,女,2
113,按登記日期分,屏東縣滿州鄉,37歲,女,1
113,按登記日期分,屏東縣滿州鄉,38歲,女,1
113,按登記日期分,屏東縣滿州鄉,39歲,女,1
113,按登記日期分,屏東縣滿州鄉,40歲,女,0
113,按登記日期分,屏東縣滿州鄉,41歲,女,1
113,按登記日期分,屏東縣滿州鄉,42歲,女,0
113,按登記日期分,屏東縣滿州鄉,43歲,女,0
113,按登記日期分,屏東縣滿州鄉,44歲,女,0
113,按登記日期分,屏東縣滿州鄉,45歲,女,0
113,按登記日期分,屏東縣滿州鄉,46歲,女,0
113,按登記日期分,屏東縣滿州鄉,47歲,女,0
113,按登記日期分,屏東縣滿州鄉,48歲,女,0
113,按登記日期分,屏東縣滿州鄉,49歲,女,0
113,按登記日期分,屏東縣滿州鄉,50歲以上,女,0
113,按登記日期分,屏東縣枋山鄉,未滿15歲,男,0
113,按登記日期分,屏東縣枋山鄉,15歲,男,0
113,按登記日期分,屏東縣枋山鄉,16歲,男,0
113,按登記日期分,屏東縣枋山鄉,17歲,男,0
113,按登記日期分,屏東縣枋山鄉,18歲,男,0
113,按登記日期分,屏東縣枋山鄉,19歲,男,1
113,按登記日期分,屏東縣枋山鄉,20歲,男,0
113,按登記日期分,屏東縣枋山鄉,21歲,男,0
113,按登記日期分,屏東縣枋山鄉,22歲,男,1
113,按登記日期分,屏東縣枋山鄉,23歲,男,0
113,按登記日期分,屏東縣枋山鄉,24歲,男,0
113,按登記日期分,屏東縣枋山鄉,25歲,男,0
113,按登記日期分,屏東縣枋山鄉,26歲,男,5
113,按登記日期分,屏東縣枋山鄉,27歲,男,0
113,按登記日期分,屏東縣枋山鄉,28歲,男,2
113,按登記日期分,屏東縣枋山鄉,29歲,男,2
113,按登記日期分,屏東縣枋山鄉,30歲,男,1
113,按登記日期分,屏東縣枋山鄉,31歲,男,0
113,按登記日期分,屏東縣枋山鄉,32歲,男,0
113,按登記日期分,屏東縣枋山鄉,33歲,男,0
113,按登記日期分,屏東縣枋山鄉,34歲,男,0
113,按登記日期分,屏東縣枋山鄉,35歲,男,1
113,按登記日期分,屏東縣枋山鄉,36歲,男,0
113,按登記日期分,屏東縣枋山鄉,37歲,男,0
113,按登記日期分,屏東縣枋山鄉,38歲,男,1
113,按登記日期分,屏東縣枋山鄉,39歲,男,0
113,按登記日期分,屏東縣枋山鄉,40歲,男,0
113,按登記日期分,屏東縣枋山鄉,41歲,男,1
113,按登記日期分,屏東縣枋山鄉,42歲,男,1
113,按登記日期分,屏東縣枋山鄉,43歲,男,0
113,按登記日期分,屏東縣枋山鄉,44歲,男,0
113,按登記日期分,屏東縣枋山鄉,45歲,男,0
113,按登記日期分,屏東縣枋山鄉,46歲,男,0
113,按登記日期分,屏東縣枋山鄉,47歲,男,0
113,按登記日期分,屏東縣枋山鄉,48歲,男,0
113,按登記日期分,屏東縣枋山鄉,49歲,男,0
113,按登記日期分,屏東縣枋山鄉,50歲以上,男,0
113,按登記日期分,屏東縣枋山鄉,未滿15歲,女,0
113,按登記日期分,屏東縣枋山鄉,15歲,女,0
113,按登記日期分,屏東縣枋山鄉,16歲,女,0
113,按登記日期分,屏東縣枋山鄉,17歲,女,1
113,按登記日期分,屏東縣枋山鄉,18歲,女,0
113,按登記日期分,屏東縣枋山鄉,19歲,女,0
113,按登記日期分,屏東縣枋山鄉,20歲,女,0
113,按登記日期分,屏東縣枋山鄉,21歲,女,0
113,按登記日期分,屏東縣枋山鄉,22歲,女,0
113,按登記日期分,屏東縣枋山鄉,23歲,女,0
113,按登記日期分,屏東縣枋山鄉,24歲,女,1
113,按登記日期分,屏東縣枋山鄉,25歲,女,0
113,按登記日期分,屏東縣枋山鄉,26歲,女,2
113,按登記日期分,屏東縣枋山鄉,27歲,女,0
113,按登記日期分,屏東縣枋山鄉,28歲,女,0
113,按登記日期分,屏東縣枋山鄉,29歲,女,2
113,按登記日期分,屏東縣枋山鄉,30歲,女,1
113,按登記日期分,屏東縣枋山鄉,31歲,女,0
113,按登記日期分,屏東縣枋山鄉,32歲,女,1
113,按登記日期分,屏東縣枋山鄉,33歲,女,0
113,按登記日期分,屏東縣枋山鄉,34歲,女,0
113,按登記日期分,屏東縣枋山鄉,35歲,女,0
113,按登記日期分,屏東縣枋山鄉,36歲,女,0
113,按登記日期分,屏東縣枋山鄉,37歲,女,0
113,按登記日期分,屏東縣枋山鄉,38歲,女,0
113,按登記日期分,屏東縣枋山鄉,39歲,女,1
113,按登記日期分,屏東縣枋山鄉,40歲,女,0
113,按登記日期分,屏東縣枋山鄉,41歲,女,0
113,按登記日期分,屏東縣枋山鄉,42歲,女,0
113,按登記日期分,屏東縣枋山鄉,43歲,女,1
113,按登記日期分,屏東縣枋山鄉,44歲,女,0
113,按登記日期分,屏東縣枋山鄉,45歲,女,0
113,按登記日期分,屏東縣枋山鄉,46歲,女,0
113,按登記日期分,屏東縣枋山鄉,47歲,女,0
113,按登記日期分,屏東縣枋山鄉,48歲,女,0
113,按登記日期分,屏東縣枋山鄉,49歲,女,0
113,按登記日期分,屏東縣枋山鄉,50歲以上,女,0
113,按登記日期分,屏東縣三地門鄉,未滿15歲,男,0
113,按登記日期分,屏東縣三地門鄉,15歲,男,0
113,按登記日期分,屏東縣三地門鄉,16歲,男,0
113,按登記日期分,屏東縣三地門鄉,17歲,男,0
113,按登記日期分,屏東縣三地門鄉,18歲,男,0
113,按登記日期分,屏東縣三地門鄉,19歲,男,0
113,按登記日期分,屏東縣三地門鄉,20歲,男,0
113,按登記日期分,屏東縣三地門鄉,21歲,男,1
113,按登記日期分,屏東縣三地門鄉,22歲,男,1
113,按登記日期分,屏東縣三地門鄉,23歲,男,1
113,按登記日期分,屏東縣三地門鄉,24歲,男,1
113,按登記日期分,屏東縣三地門鄉,25歲,男,2
113,按登記日期分,屏東縣三地門鄉,26歲,男,0
113,按登記日期分,屏東縣三地門鄉,27歲,男,1
113,按登記日期分,屏東縣三地門鄉,28歲,男,1
113,按登記日期分,屏東縣三地門鄉,29歲,男,2
113,按登記日期分,屏東縣三地門鄉,30歲,男,5
113,按登記日期分,屏東縣三地門鄉,31歲,男,0
113,按登記日期分,屏東縣三地門鄉,32歲,男,4
113,按登記日期分,屏東縣三地門鄉,33歲,男,1
113,按登記日期分,屏東縣三地門鄉,34歲,男,1
113,按登記日期分,屏東縣三地門鄉,35歲,男,1
113,按登記日期分,屏東縣三地門鄉,36歲,男,1
113,按登記日期分,屏東縣三地門鄉,37歲,男,1
113,按登記日期分,屏東縣三地門鄉,38歲,男,1
113,按登記日期分,屏東縣三地門鄉,39歲,男,1
113,按登記日期分,屏東縣三地門鄉,40歲,男,2
113,按登記日期分,屏東縣三地門鄉,41歲,男,1
113,按登記日期分,屏東縣三地門鄉,42歲,男,1
113,按登記日期分,屏東縣三地門鄉,43歲,男,1
113,按登記日期分,屏東縣三地門鄉,44歲,男,0
113,按登記日期分,屏東縣三地門鄉,45歲,男,0
113,按登記日期分,屏東縣三地門鄉,46歲,男,0
113,按登記日期分,屏東縣三地門鄉,47歲,男,0
113,按登記日期分,屏東縣三地門鄉,48歲,男,0
113,按登記日期分,屏東縣三地門鄉,49歲,男,0
113,按登記日期分,屏東縣三地門鄉,50歲以上,男,0
113,按登記日期分,屏東縣三地門鄉,未滿15歲,女,0
113,按登記日期分,屏東縣三地門鄉,15歲,女,0
113,按登記日期分,屏東縣三地門鄉,16歲,女,0
113,按登記日期分,屏東縣三地門鄉,17歲,女,0
113,按登記日期分,屏東縣三地門鄉,18歲,女,0
113,按登記日期分,屏東縣三地門鄉,19歲,女,1
113,按登記日期分,屏東縣三地門鄉,20歲,女,0
113,按登記日期分,屏東縣三地門鄉,21歲,女,0
113,按登記日期分,屏東縣三地門鄉,22歲,女,1
113,按登記日期分,屏東縣三地門鄉,23歲,女,1
113,按登記日期分,屏東縣三地門鄉,24歲,女,0
113,按登記日期分,屏東縣三地門鄉,25歲,女,2
113,按登記日期分,屏東縣三地門鄉,26歲,女,2
113,按登記日期分,屏東縣三地門鄉,27歲,女,2
113,按登記日期分,屏東縣三地門鄉,28歲,女,0
113,按登記日期分,屏東縣三地門鄉,29歲,女,2
113,按登記日期分,屏東縣三地門鄉,30歲,女,1
113,按登記日期分,屏東縣三地門鄉,31歲,女,5
113,按登記日期分,屏東縣三地門鄉,32歲,女,4
113,按登記日期分,屏東縣三地門鄉,33歲,女,3
113,按登記日期分,屏東縣三地門鄉,34歲,女,3
113,按登記日期分,屏東縣三地門鄉,35歲,女,1
113,按登記日期分,屏東縣三地門鄉,36歲,女,2
113,按登記日期分,屏東縣三地門鄉,37歲,女,1
113,按登記日期分,屏東縣三地門鄉,38歲,女,1
113,按登記日期分,屏東縣三地門鄉,39歲,女,1
113,按登記日期分,屏東縣三地門鄉,40歲,女,0
113,按登記日期分,屏東縣三地門鄉,41歲,女,1
113,按登記日期分,屏東縣三地門鄉,42歲,女,0
113,按登記日期分,屏東縣三地門鄉,43歲,女,0
113,按登記日期分,屏東縣三地門鄉,44歲,女,0
113,按登記日期分,屏東縣三地門鄉,45歲,女,0
113,按登記日期分,屏東縣三地門鄉,46歲,女,0
113,按登記日期分,屏東縣三地門鄉,47歲,女,0
113,按登記日期分,屏東縣三地門鄉,48歲,女,0
113,按登記日期分,屏東縣三地門鄉,49歲,女,0
113,按登記日期分,屏東縣三地門鄉,50歲以上,女,0
113,按登記日期分,屏東縣霧臺鄉,未滿15歲,男,0
113,按登記日期分,屏東縣霧臺鄉,15歲,男,0
113,按登記日期分,屏東縣霧臺鄉,16歲,男,0
113,按登記日期分,屏東縣霧臺鄉,17歲,男,0
113,按登記日期分,屏東縣霧臺鄉,18歲,男,0
113,按登記日期分,屏東縣霧臺鄉,19歲,男,0
113,按登記日期分,屏東縣霧臺鄉,20歲,男,1
113,按登記日期分,屏東縣霧臺鄉,21歲,男,0
113,按登記日期分,屏東縣霧臺鄉,22歲,男,0
113,按登記日期分,屏東縣霧臺鄉,23歲,男,0
113,按登記日期分,屏東縣霧臺鄉,24歲,男,1
113,按登記日期分,屏東縣霧臺鄉,25歲,男,1
113,按登記日期分,屏東縣霧臺鄉,26歲,男,1
113,按登記日期分,屏東縣霧臺鄉,27歲,男,0
113,按登記日期分,屏東縣霧臺鄉,28歲,男,3
113,按登記日期分,屏東縣霧臺鄉,29歲,男,1
113,按登記日期分,屏東縣霧臺鄉,30歲,男,2
113,按登記日期分,屏東縣霧臺鄉,31歲,男,2
113,按登記日期分,屏東縣霧臺鄉,32歲,男,1
113,按登記日期分,屏東縣霧臺鄉,33歲,男,0
113,按登記日期分,屏東縣霧臺鄉,34歲,男,4
113,按登記日期分,屏東縣霧臺鄉,35歲,男,0
113,按登記日期分,屏東縣霧臺鄉,36歲,男,1
113,按登記日期分,屏東縣霧臺鄉,37歲,男,1
113,按登記日期分,屏東縣霧臺鄉,38歲,男,0
113,按登記日期分,屏東縣霧臺鄉,39歲,男,0
113,按登記日期分,屏東縣霧臺鄉,40歲,男,0
113,按登記日期分,屏東縣霧臺鄉,41歲,男,1
113,按登記日期分,屏東縣霧臺鄉,42歲,男,0
113,按登記日期分,屏東縣霧臺鄉,43歲,男,0
113,按登記日期分,屏東縣霧臺鄉,44歲,男,0
113,按登記日期分,屏東縣霧臺鄉,45歲,男,0
113,按登記日期分,屏東縣霧臺鄉,46歲,男,0
113,按登記日期分,屏東縣霧臺鄉,47歲,男,0
113,按登記日期分,屏東縣霧臺鄉,48歲,男,0
113,按登記日期分,屏東縣霧臺鄉,49歲,男,0
113,按登記日期分,屏東縣霧臺鄉,50歲以上,男,0
113,按登記日期分,屏東縣霧臺鄉,未滿15歲,女,0
113,按登記日期分,屏東縣霧臺鄉,15歲,女,0
113,按登記日期分,屏東縣霧臺鄉,16歲,女,0
113,按登記日期分,屏東縣霧臺鄉,17歲,女,0
113,按登記日期分,屏東縣霧臺鄉,18歲,女,0
113,按登記日期分,屏東縣霧臺鄉,19歲,女,0
113,按登記日期分,屏東縣霧臺鄉,20歲,女,0
113,按登記日期分,屏東縣霧臺鄉,21歲,女,0
113,按登記日期分,屏東縣霧臺鄉,22歲,女,0
113,按登記日期分,屏東縣霧臺鄉,23歲,女,0
113,按登記日期分,屏東縣霧臺鄉,24歲,女,0
113,按登記日期分,屏東縣霧臺鄉,25歲,女,0
113,按登記日期分,屏東縣霧臺鄉,26歲,女,1
113,按登記日期分,屏東縣霧臺鄉,27歲,女,0
113,按登記日期分,屏東縣霧臺鄉,28歲,女,2
113,按登記日期分,屏東縣霧臺鄉,29歲,女,1
113,按登記日期分,屏東縣霧臺鄉,30歲,女,0
113,按登記日期分,屏東縣霧臺鄉,31歲,女,4
113,按登記日期分,屏東縣霧臺鄉,32歲,女,0
113,按登記日期分,屏東縣霧臺鄉,33歲,女,0
113,按登記日期分,屏東縣霧臺鄉,34歲,女,0
113,按登記日期分,屏東縣霧臺鄉,35歲,女,1
113,按登記日期分,屏東縣霧臺鄉,36歲,女,0
113,按登記日期分,屏東縣霧臺鄉,37歲,女,3
113,按登記日期分,屏東縣霧臺鄉,38歲,女,2
113,按登記日期分,屏東縣霧臺鄉,39歲,女,1
113,按登記日期分,屏東縣霧臺鄉,40歲,女,1
113,按登記日期分,屏東縣霧臺鄉,41歲,女,0
113,按登記日期分,屏東縣霧臺鄉,42歲,女,0
113,按登記日期分,屏東縣霧臺鄉,43歲,女,0
113,按登記日期分,屏東縣霧臺鄉,44歲,女,0
113,按登記日期分,屏東縣霧臺鄉,45歲,女,0
113,按登記日期分,屏東縣霧臺鄉,46歲,女,0
113,按登記日期分,屏東縣霧臺鄉,47歲,女,0
113,按登記日期分,屏東縣霧臺鄉,48歲,女,0
113,按登記日期分,屏東縣霧臺鄉,49歲,女,0
113,按登記日期分,屏東縣霧臺鄉,50歲以上,女,0
113,按登記日期分,屏東縣瑪家鄉,未滿15歲,男,0
113,按登記日期分,屏東縣瑪家鄉,15歲,男,0
113,按登記日期分,屏東縣瑪家鄉,16歲,男,0
113,按登記日期分,屏東縣瑪家鄉,17歲,男,0
113,按登記日期分,屏東縣瑪家鄉,18歲,男,0
113,按登記日期分,屏東縣瑪家鄉,19歲,男,0
113,按登記日期分,屏東縣瑪家鄉,20歲,男,0
113,按登記日期分,屏東縣瑪家鄉,21歲,男,3
113,按登記日期分,屏東縣瑪家鄉,22歲,男,3
113,按登記日期分,屏東縣瑪家鄉,23歲,男,1
113,按登記日期分,屏東縣瑪家鄉,24歲,男,1
113,按登記日期分,屏東縣瑪家鄉,25歲,男,0
113,按登記日期分,屏東縣瑪家鄉,26歲,男,1
113,按登記日期分,屏東縣瑪家鄉,27歲,男,3
113,按登記日期分,屏東縣瑪家鄉,28歲,男,2
113,按登記日期分,屏東縣瑪家鄉,29歲,男,3
113,按登記日期分,屏東縣瑪家鄉,30歲,男,0
113,按登記日期分,屏東縣瑪家鄉,31歲,男,2
113,按登記日期分,屏東縣瑪家鄉,32歲,男,3
113,按登記日期分,屏東縣瑪家鄉,33歲,男,3
113,按登記日期分,屏東縣瑪家鄉,34歲,男,1
113,按登記日期分,屏東縣瑪家鄉,35歲,男,0
113,按登記日期分,屏東縣瑪家鄉,36歲,男,2
113,按登記日期分,屏東縣瑪家鄉,37歲,男,0
113,按登記日期分,屏東縣瑪家鄉,38歲,男,1
113,按登記日期分,屏東縣瑪家鄉,39歲,男,1
113,按登記日期分,屏東縣瑪家鄉,40歲,男,0
113,按登記日期分,屏東縣瑪家鄉,41歲,男,1
113,按登記日期分,屏東縣瑪家鄉,42歲,男,0
113,按登記日期分,屏東縣瑪家鄉,43歲,男,0
113,按登記日期分,屏東縣瑪家鄉,44歲,男,0
113,按登記日期分,屏東縣瑪家鄉,45歲,男,0
113,按登記日期分,屏東縣瑪家鄉,46歲,男,0
113,按登記日期分,屏東縣瑪家鄉,47歲,男,0
113,按登記日期分,屏東縣瑪家鄉,48歲,男,0
113,按登記日期分,屏東縣瑪家鄉,49歲,男,0
113,按登記日期分,屏東縣瑪家鄉,50歲以上,男,0
113,按登記日期分,屏東縣瑪家鄉,未滿15歲,女,0
113,按登記日期分,屏東縣瑪家鄉,15歲,女,0
113,按登記日期分,屏東縣瑪家鄉,16歲,女,0
113,按登記日期分,屏東縣瑪家鄉,17歲,女,0
113,按登記日期分,屏東縣瑪家鄉,18歲,女,0
113,按登記日期分,屏東縣瑪家鄉,19歲,女,1
113,按登記日期分,屏東縣瑪家鄉,20歲,女,1
113,按登記日期分,屏東縣瑪家鄉,21歲,女,0
113,按登記日期分,屏東縣瑪家鄉,22歲,女,2
113,按登記日期分,屏東縣瑪家鄉,23歲,女,3
113,按登記日期分,屏東縣瑪家鄉,24歲,女,1
113,按登記日期分,屏東縣瑪家鄉,25歲,女,1
113,按登記日期分,屏東縣瑪家鄉,26歲,女,0
113,按登記日期分,屏東縣瑪家鄉,27歲,女,1
113,按登記日期分,屏東縣瑪家鄉,28歲,女,1
113,按登記日期分,屏東縣瑪家鄉,29歲,女,0
113,按登記日期分,屏東縣瑪家鄉,30歲,女,2
113,按登記日期分,屏東縣瑪家鄉,31歲,女,2
113,按登記日期分,屏東縣瑪家鄉,32歲,女,3
113,按登記日期分,屏東縣瑪家鄉,33歲,女,0
113,按登記日期分,屏東縣瑪家鄉,34歲,女,3
113,按登記日期分,屏東縣瑪家鄉,35歲,女,0
113,按登記日期分,屏東縣瑪家鄉,36歲,女,1
113,按登記日期分,屏東縣瑪家鄉,37歲,女,0
113,按登記日期分,屏東縣瑪家鄉,38歲,女,0
113,按登記日期分,屏東縣瑪家鄉,39歲,女,2
113,按登記日期分,屏東縣瑪家鄉,40歲,女,1
113,按登記日期分,屏東縣瑪家鄉,41歲,女,1
113,按登記日期分,屏東縣瑪家鄉,42歲,女,2
113,按登記日期分,屏東縣瑪家鄉,43歲,女,0
113,按登記日期分,屏東縣瑪家鄉,44歲,女,0
113,按登記日期分,屏東縣瑪家鄉,45歲,女,0
113,按登記日期分,屏東縣瑪家鄉,46歲,女,0
113,按登記日期分,屏東縣瑪家鄉,47歲,女,0
113,按登記日期分,屏東縣瑪家鄉,48歲,女,0
113,按登記日期分,屏東縣瑪家鄉,49歲,女,0
113,按登記日期分,屏東縣瑪家鄉,50歲以上,女,0
113,按登記日期分,屏東縣泰武鄉,未滿15歲,男,0
113,按登記日期分,屏東縣泰武鄉,15歲,男,0
113,按登記日期分,屏東縣泰武鄉,16歲,男,0
113,按登記日期分,屏東縣泰武鄉,17歲,男,0
113,按登記日期分,屏東縣泰武鄉,18歲,男,0
113,按登記日期分,屏東縣泰武鄉,19歲,男,0
113,按登記日期分,屏東縣泰武鄉,20歲,男,0
113,按登記日期分,屏東縣泰武鄉,21歲,男,1
113,按登記日期分,屏東縣泰武鄉,22歲,男,1
113,按登記日期分,屏東縣泰武鄉,23歲,男,0
113,按登記日期分,屏東縣泰武鄉,24歲,男,1
113,按登記日期分,屏東縣泰武鄉,25歲,男,2
