統計年度,按照別,區域別,生母年齡,出生者性別,嬰兒出生數
113,按登記日期分,臺中市中區,23歲,男,0
113,按登記日期分,臺中市中區,24歲,男,0
113,按登記日期分,臺中市中區,25歲,男,1
113,按登記日期分,臺中市中區,26歲,男,1
113,按登記日期分,臺中市中區,27歲,男,0
113,按登記日期分,臺中市中區,28歲,男,3
113,按登記日期分,臺中市中區,29歲,男,1
113,按登記日期分,臺中市中區,30歲,男,6
113,按登記日期分,臺中市中區,31歲,男,1
113,按登記日期分,臺中市中區,32歲,男,3
113,按登記日期分,臺中市中區,33歲,男,0
113,按登記日期分,臺中市中區,34歲,男,2
113,按登記日期分,臺中市中區,35歲,男,1
113,按登記日期分,臺中市中區,36歲,男,1
113,按登記日期分,臺中市中區,37歲,男,2
113,按登記日期分,臺中市中區,38歲,男,3
113,按登記日期分,臺中市中區,39歲,男,3
113,按登記日期分,臺中市中區,40歲,男,4
113,按登記日期分,臺中市中區,41歲,男,0
113,按登記日期分,臺中市中區,42歲,男,0
113,按登記日期分,臺中市中區,43歲,男,1
113,按登記日期分,臺中市中區,44歲,男,0
113,按登記日期分,臺中市中區,45歲,男,0
113,按登記日期分,臺中市中區,46歲,男,0
113,按登記日期分,臺中市中區,47歲,男,0
113,按登記日期分,臺中市中區,48歲,男,0
113,按登記日期分,臺中市中區,49歲,男,0
113,按登記日期分,臺中市中區,50歲以上,男,0
113,按登記日期分,臺中市中區,未滿15歲,女,0
113,按登記日期分,臺中市中區,15歲,女,0
113,按登記日期分,臺中市中區,16歲,女,0
113,按登記日期分,臺中市中區,17歲,女,0
113,按登記日期分,臺中市中區,18歲,女,0
113,按登記日期分,臺中市中區,19歲,女,1
113,按登記日期分,臺中市中區,20歲,女,0
113,按登記日期分,臺中市中區,21歲,女,0
113,按登記日期分,臺中市中區,22歲,女,0
113,按登記日期分,臺中市中區,23歲,女,0
113,按登記日期分,臺中市中區,24歲,女,1
113,按登記日期分,臺中市中區,25歲,女,0
113,按登記日期分,臺中市中區,26歲,女,2
113,按登記日期分,臺中市中區,27歲,女,2
113,按登記日期分,臺中市中區,28歲,女,0
113,按登記日期分,臺中市中區,29歲,女,2
113,按登記日期分,臺中市中區,30歲,女,0
113,按登記日期分,臺中市中區,31歲,女,1
113,按登記日期分,臺中市中區,32歲,女,2
113,按登記日期分,臺中市中區,33歲,女,3
113,按登記日期分,臺中市中區,34歲,女,1
113,按登記日期分,臺中市中區,35歲,女,1
113,按登記日期分,臺中市中區,36歲,女,4
113,按登記日期分,臺中市中區,37歲,女,1
113,按登記日期分,臺中市中區,38歲,女,4
113,按登記日期分,臺中市中區,39歲,女,2
113,按登記日期分,臺中市中區,40歲,女,2
113,按登記日期分,臺中市中區,41歲,女,0
113,按登記日期分,臺中市中區,42歲,女,1
113,按登記日期分,臺中市中區,43歲,女,0
113,按登記日期分,臺中市中區,44歲,女,0
113,按登記日期分,臺中市中區,45歲,女,0
113,按登記日期分,臺中市中區,46歲,女,0
113,按登記日期分,臺中市中區,47歲,女,0
113,按登記日期分,臺中市中區,48歲,女,0
113,按登記日期分,臺中市中區,49歲,女,0
113,按登記日期分,臺中市中區,50歲以上,女,0
113,按登記日期分,臺中市東區,未滿15歲,男,0
113,按登記日期分,臺中市東區,15歲,男,0
113,按登記日期分,臺中市東區,16歲,男,0
113,按登記日期分,臺中市東區,17歲,男,0
113,按登記日期分,臺中市東區,18歲,男,0
113,按登記日期分,臺中市東區,19歲,男,1
113,按登記日期分,臺中市東區,20歲,男,0
113,按登記日期分,臺中市東區,21歲,男,2
113,按登記日期分,臺中市東區,22歲,男,0
113,按登記日期分,臺中市東區,23歲,男,1
113,按登記日期分,臺中市東區,24歲,男,7
113,按登記日期分,臺中市東區,25歲,男,8
113,按登記日期分,臺中市東區,26歲,男,13
113,按登記日期分,臺中市東區,27歲,男,7
113,按登記日期分,臺中市東區,28歲,男,13
113,按登記日期分,臺中市東區,29歲,男,17
113,按登記日期分,臺中市東區,30歲,男,17
113,按登記日期分,臺中市東區,31歲,男,21
113,按登記日期分,臺中市東區,32歲,男,15
113,按登記日期分,臺中市東區,33歲,男,14
113,按登記日期分,臺中市東區,34歲,男,12
113,按登記日期分,臺中市東區,35歲,男,15
113,按登記日期分,臺中市東區,36歲,男,12
113,按登記日期分,臺中市東區,37歲,男,6
113,按登記日期分,臺中市東區,38歲,男,6
113,按登記日期分,臺中市東區,39歲,男,8
113,按登記日期分,臺中市東區,40歲,男,6
113,按登記日期分,臺中市東區,41歲,男,3
113,按登記日期分,臺中市東區,42歲,男,1
113,按登記日期分,臺中市東區,43歲,男,1
113,按登記日期分,臺中市東區,44歲,男,3
113,按登記日期分,臺中市東區,45歲,男,0
113,按登記日期分,臺中市東區,46歲,男,1
113,按登記日期分,臺中市東區,47歲,男,0
113,按登記日期分,臺中市東區,48歲,男,0
113,按登記日期分,臺中市東區,49歲,男,0
113,按登記日期分,臺中市東區,50歲以上,男,0
113,按登記日期分,臺中市東區,未滿15歲,女,0
113,按登記日期分,臺中市東區,15歲,女,0
113,按登記日期分,臺中市東區,16歲,女,0
113,按登記日期分,臺中市東區,17歲,女,0
113,按登記日期分,臺中市東區,18歲,女,0
113,按登記日期分,臺中市東區,19歲,女,2
113,按登記日期分,臺中市東區,20歲,女,0
113,按登記日期分,臺中市東區,21歲,女,3
113,按登記日期分,臺中市東區,22歲,女,0
113,按登記日期分,臺中市東區,23歲,女,2
113,按登記日期分,臺中市東區,24歲,女,5
113,按登記日期分,臺中市東區,25歲,女,6
113,按登記日期分,臺中市東區,26歲,女,5
113,按登記日期分,臺中市東區,27歲,女,8
113,按登記日期分,臺中市東區,28歲,女,7
113,按登記日期分,臺中市東區,29歲,女,13
113,按登記日期分,臺中市東區,30歲,女,13
113,按登記日期分,臺中市東區,31歲,女,11
113,按登記日期分,臺中市東區,32歲,女,18
113,按登記日期分,臺中市東區,33歲,女,12
113,按登記日期分,臺中市東區,34歲,女,14
113,按登記日期分,臺中市東區,35歲,女,15
113,按登記日期分,臺中市東區,36歲,女,12
113,按登記日期分,臺中市東區,37歲,女,4
113,按登記日期分,臺中市東區,38歲,女,4
113,按登記日期分,臺中市東區,39歲,女,8
113,按登記日期分,臺中市東區,40歲,女,3
113,按登記日期分,臺中市東區,41歲,女,1
113,按登記日期分,臺中市東區,42歲,女,3
113,按登記日期分,臺中市東區,43歲,女,0
113,按登記日期分,臺中市東區,44歲,女,1
113,按登記日期分,臺中市東區,45歲,女,1
113,按登記日期分,臺中市東區,46歲,女,1
113,按登記日期分,臺中市東區,47歲,女,0
113,按登記日期分,臺中市東區,48歲,女,0
113,按登記日期分,臺中市東區,49歲,女,0
113,按登記日期分,臺中市東區,50歲以上,女,0
113,按登記日期分,臺中市南區,未滿15歲,男,1
113,按登記日期分,臺中市南區,15歲,男,0
113,按登記日期分,臺中市南區,16歲,男,0
113,按登記日期分,臺中市南區,17歲,男,0
113,按登記日期分,臺中市南區,18歲,男,0
113,按登記日期分,臺中市南區,19歲,男,0
113,按登記日期分,臺中市南區,20歲,男,1
113,按登記日期分,臺中市南區,21歲,男,1
113,按登記日期分,臺中市南區,22歲,男,2
113,按登記日期分,臺中市南區,23歲,男,5
113,按登記日期分,臺中市南區,24歲,男,4
113,按登記日期分,臺中市南區,25歲,男,3
113,按登記日期分,臺中市南區,26歲,男,9
113,按登記日期分,臺中市南區,27歲,男,11
113,按登記日期分,臺中市南區,28歲,男,19
113,按登記日期分,臺中市南區,29歲,男,19
113,按登記日期分,臺中市南區,30歲,男,22
113,按登記日期分,臺中市南區,31歲,男,20
113,按登記日期分,臺中市南區,32歲,男,34
113,按登記日期分,臺中市南區,33歲,男,28
113,按登記日期分,臺中市南區,34歲,男,33
113,按登記日期分,臺中市南區,35歲,男,20
113,按登記日期分,臺中市南區,36歲,男,21
113,按登記日期分,臺中市南區,37歲,男,19
113,按登記日期分,臺中市南區,38歲,男,7
113,按登記日期分,臺中市南區,39歲,男,8
113,按登記日期分,臺中市南區,40歲,男,12
113,按登記日期分,臺中市南區,41歲,男,5
113,按登記日期分,臺中市南區,42歲,男,4
113,按登記日期分,臺中市南區,43歲,男,1
113,按登記日期分,臺中市南區,44歲,男,1
113,按登記日期分,臺中市南區,45歲,男,2
113,按登記日期分,臺中市南區,46歲,男,0
113,按登記日期分,臺中市南區,47歲,男,0
113,按登記日期分,臺中市南區,48歲,男,1
113,按登記日期分,臺中市南區,49歲,男,0
113,按登記日期分,臺中市南區,50歲以上,男,1
113,按登記日期分,臺中市南區,未滿15歲,女,0
113,按登記日期分,臺中市南區,15歲,女,0
113,按登記日期分,臺中市南區,16歲,女,0
113,按登記日期分,臺中市南區,17歲,女,0
113,按登記日期分,臺中市南區,18歲,女,0
113,按登記日期分,臺中市南區,19歲,女,0
113,按登記日期分,臺中市南區,20歲,女,1
113,按登記日期分,臺中市南區,21歲,女,2
113,按登記日期分,臺中市南區,22歲,女,2
113,按登記日期分,臺中市南區,23歲,女,5
113,按登記日期分,臺中市南區,24歲,女,7
113,按登記日期分,臺中市南區,25歲,女,3
113,按登記日期分,臺中市南區,26歲,女,9
113,按登記日期分,臺中市南區,27歲,女,10
113,按登記日期分,臺中市南區,28歲,女,18
113,按登記日期分,臺中市南區,29歲,女,20
113,按登記日期分,臺中市南區,30歲,女,14
113,按登記日期分,臺中市南區,31歲,女,30
113,按登記日期分,臺中市南區,32歲,女,26
113,按登記日期分,臺中市南區,33歲,女,16
113,按登記日期分,臺中市南區,34歲,女,19
113,按登記日期分,臺中市南區,35歲,女,13
113,按登記日期分,臺中市南區,36歲,女,28
113,按登記日期分,臺中市南區,37歲,女,16
113,按登記日期分,臺中市南區,38歲,女,6
113,按登記日期分,臺中市南區,39歲,女,10
113,按登記日期分,臺中市南區,40歲,女,10
113,按登記日期分,臺中市南區,41歲,女,5
113,按登記日期分,臺中市南區,42歲,女,4
113,按登記日期分,臺中市南區,43歲,女,2
113,按登記日期分,臺中市南區,44歲,女,5
113,按登記日期分,臺中市南區,45歲,女,1
113,按登記日期分,臺中市南區,46歲,女,1
113,按登記日期分,臺中市南區,47歲,女,0
113,按登記日期分,臺中市南區,48歲,女,0
113,按登記日期分,臺中市南區,49歲,女,2
113,按登記日期分,臺中市南區,50歲以上,女,0
113,按登記日期分,臺中市西區,未滿15歲,男,0
113,按登記日期分,臺中市西區,15歲,男,0
113,按登記日期分,臺中市西區,16歲,男,0
113,按登記日期分,臺中市西區,17歲,男,1
113,按登記日期分,臺中市西區,18歲,男,0
113,按登記日期分,臺中市西區,19歲,男,1
113,按登記日期分,臺中市西區,20歲,男,1
113,按登記日期分,臺中市西區,21歲,男,1
113,按登記日期分,臺中市西區,22歲,男,3
113,按登記日期分,臺中市西區,23歲,男,2
113,按登記日期分,臺中市西區,24歲,男,2
113,按登記日期分,臺中市西區,25歲,男,5
113,按登記日期分,臺中市西區,26歲,男,3
113,按登記日期分,臺中市西區,27歲,男,3
113,按登記日期分,臺中市西區,28歲,男,3
113,按登記日期分,臺中市西區,29歲,男,12
113,按登記日期分,臺中市西區,30歲,男,19
113,按登記日期分,臺中市西區,31歲,男,12
113,按登記日期分,臺中市西區,32歲,男,17
113,按登記日期分,臺中市西區,33歲,男,23
113,按登記日期分,臺中市西區,34歲,男,22
113,按登記日期分,臺中市西區,35歲,男,16
113,按登記日期分,臺中市西區,36歲,男,16
113,按登記日期分,臺中市西區,37歲,男,11
113,按登記日期分,臺中市西區,38歲,男,10
113,按登記日期分,臺中市西區,39歲,男,8
113,按登記日期分,臺中市西區,40歲,男,8
113,按登記日期分,臺中市西區,41歲,男,2
113,按登記日期分,臺中市西區,42歲,男,2
113,按登記日期分,臺中市西區,43歲,男,2
113,按登記日期分,臺中市西區,44歲,男,0
113,按登記日期分,臺中市西區,45歲,男,1
113,按登記日期分,臺中市西區,46歲,男,0
113,按登記日期分,臺中市西區,47歲,男,0
113,按登記日期分,臺中市西區,48歲,男,0
113,按登記日期分,臺中市西區,49歲,男,0
113,按登記日期分,臺中市西區,50歲以上,男,1
113,按登記日期分,臺中市西區,未滿15歲,女,0
113,按登記日期分,臺中市西區,15歲,女,0
113,按登記日期分,臺中市西區,16歲,女,0
113,按登記日期分,臺中市西區,17歲,女,0
113,按登記日期分,臺中市西區,18歲,女,0
113,按登記日期分,臺中市西區,19歲,女,1
113,按登記日期分,臺中市西區,20歲,女,1
113,按登記日期分,臺中市西區,21歲,女,2
113,按登記日期分,臺中市西區,22歲,女,3
113,按登記日期分,臺中市西區,23歲,女,3
113,按登記日期分,臺中市西區,24歲,女,2
113,按登記日期分,臺中市西區,25歲,女,4
113,按登記日期分,臺中市西區,26歲,女,5
113,按登記日期分,臺中市西區,27歲,女,8
113,按登記日期分,臺中市西區,28歲,女,7
113,按登記日期分,臺中市西區,29歲,女,8
113,按登記日期分,臺中市西區,30歲,女,23
113,按登記日期分,臺中市西區,31歲,女,13
113,按登記日期分,臺中市西區,32歲,女,15
113,按登記日期分,臺中市西區,33歲,女,17
113,按登記日期分,臺中市西區,34歲,女,24
113,按登記日期分,臺中市西區,35歲,女,19
113,按登記日期分,臺中市西區,36歲,女,13
113,按登記日期分,臺中市西區,37歲,女,9
113,按登記日期分,臺中市西區,38歲,女,10
113,按登記日期分,臺中市西區,39歲,女,12
113,按登記日期分,臺中市西區,40歲,女,6
113,按登記日期分,臺中市西區,41歲,女,3
113,按登記日期分,臺中市西區,42歲,女,8
113,按登記日期分,臺中市西區,43歲,女,3
113,按登記日期分,臺中市西區,44歲,女,0
113,按登記日期分,臺中市西區,45歲,女,0
113,按登記日期分,臺中市西區,46歲,女,0
113,按登記日期分,臺中市西區,47歲,女,0
113,按登記日期分,臺中市西區,48歲,女,1
113,按登記日期分,臺中市西區,49歲,女,0
113,按登記日期分,臺中市西區,50歲以上,女,0
113,按登記日期分,臺中市北區,未滿15歲,男,0
113,按登記日期分,臺中市北區,15歲,男,0
113,按登記日期分,臺中市北區,16歲,男,0
113,按登記日期分,臺中市北區,17歲,男,0
113,按登記日期分,臺中市北區,18歲,男,0
113,按登記日期分,臺中市北區,19歲,男,1
113,按登記日期分,臺中市北區,20歲,男,2
113,按登記日期分,臺中市北區,21歲,男,1
113,按登記日期分,臺中市北區,22歲,男,2
113,按登記日期分,臺中市北區,23歲,男,3
113,按登記日期分,臺中市北區,24歲,男,7
113,按登記日期分,臺中市北區,25歲,男,8
113,按登記日期分,臺中市北區,26歲,男,12
113,按登記日期分,臺中市北區,27歲,男,12
113,按登記日期分,臺中市北區,28歲,男,19
113,按登記日期分,臺中市北區,29歲,男,28
113,按登記日期分,臺中市北區,30歲,男,27
113,按登記日期分,臺中市北區,31歲,男,21
113,按登記日期分,臺中市北區,32歲,男,38
113,按登記日期分,臺中市北區,33歲,男,28
113,按登記日期分,臺中市北區,34歲,男,33
113,按登記日期分,臺中市北區,35歲,男,19
113,按登記日期分,臺中市北區,36歲,男,13
113,按登記日期分,臺中市北區,37歲,男,20
113,按登記日期分,臺中市北區,38歲,男,15
113,按登記日期分,臺中市北區,39歲,男,11
113,按登記日期分,臺中市北區,40歲,男,8
113,按登記日期分,臺中市北區,41歲,男,4
113,按登記日期分,臺中市北區,42歲,男,4
113,按登記日期分,臺中市北區,43歲,男,7
113,按登記日期分,臺中市北區,44歲,男,2
113,按登記日期分,臺中市北區,45歲,男,1
113,按登記日期分,臺中市北區,46歲,男,0
113,按登記日期分,臺中市北區,47歲,男,0
113,按登記日期分,臺中市北區,48歲,男,0
113,按登記日期分,臺中市北區,49歲,男,0
113,按登記日期分,臺中市北區,50歲以上,男,1
113,按登記日期分,臺中市北區,未滿15歲,女,0
113,按登記日期分,臺中市北區,15歲,女,0
113,按登記日期分,臺中市北區,16歲,女,0
113,按登記日期分,臺中市北區,17歲,女,0
113,按登記日期分,臺中市北區,18歲,女,1
113,按登記日期分,臺中市北區,19歲,女,3
113,按登記日期分,臺中市北區,20歲,女,0
113,按登記日期分,臺中市北區,21歲,女,2
113,按登記日期分,臺中市北區,22歲,女,3
113,按登記日期分,臺中市北區,23歲,女,5
113,按登記日期分,臺中市北區,24歲,女,5
113,按登記日期分,臺中市北區,25歲,女,9
113,按登記日期分,臺中市北區,26歲,女,7
113,按登記日期分,臺中市北區,27歲,女,17
113,按登記日期分,臺中市北區,28歲,女,9
113,按登記日期分,臺中市北區,29歲,女,18
113,按登記日期分,臺中市北區,30歲,女,23
113,按登記日期分,臺中市北區,31歲,女,22
113,按登記日期分,臺中市北區,32歲,女,40
113,按登記日期分,臺中市北區,33歲,女,22
113,按登記日期分,臺中市北區,34歲,女,24
113,按登記日期分,臺中市北區,35歲,女,20
113,按登記日期分,臺中市北區,36歲,女,19
113,按登記日期分,臺中市北區,37歲,女,10
113,按登記日期分,臺中市北區,38歲,女,9
113,按登記日期分,臺中市北區,39歲,女,18
113,按登記日期分,臺中市北區,40歲,女,14
113,按登記日期分,臺中市北區,41歲,女,7
113,按登記日期分,臺中市北區,42歲,女,2
113,按登記日期分,臺中市北區,43歲,女,0
113,按登記日期分,臺中市北區,44歲,女,1
113,按登記日期分,臺中市北區,45歲,女,0
113,按登記日期分,臺中市北區,46歲,女,2
113,按登記日期分,臺中市北區,47歲,女,0
113,按登記日期分,臺中市北區,48歲,女,1
113,按登記日期分,臺中市北區,49歲,女,0
113,按登記日期分,臺中市北區,50歲以上,女,0
113,按登記日期分,臺中市西屯區,未滿15歲,男,0
113,按登記日期分,臺中市西屯區,15歲,男,0
113,按登記日期分,臺中市西屯區,16歲,男,0
113,按登記日期分,臺中市西屯區,17歲,男,0
113,按登記日期分,臺中市西屯區,18歲,男,2
113,按登記日期分,臺中市西屯區,19歲,男,1
113,按登記日期分,臺中市西屯區,20歲,男,3
113,按登記日期分,臺中市西屯區,21歲,男,2
113,按登記日期分,臺中市西屯區,22歲,男,5
113,按登記日期分,臺中市西屯區,23歲,男,5
113,按登記日期分,臺中市西屯區,24歲,男,6
113,按登記日期分,臺中市西屯區,25歲,男,14
113,按登記日期分,臺中市西屯區,26歲,男,14
113,按登記日期分,臺中市西屯區,27歲,男,22
113,按登記日期分,臺中市西屯區,28歲,男,41
113,按登記日期分,臺中市西屯區,29歲,男,31
113,按登記日期分,臺中市西屯區,30歲,男,41
113,按登記日期分,臺中市西屯區,31歲,男,52
113,按登記日期分,臺中市西屯區,32歲,男,65
113,按登記日期分,臺中市西屯區,33歲,男,49
113,按登記日期分,臺中市西屯區,34歲,男,52
113,按登記日期分,臺中市西屯區,35歲,男,65
113,按登記日期分,臺中市西屯區,36歲,男,45
113,按登記日期分,臺中市西屯區,37歲,男,41
113,按登記日期分,臺中市西屯區,38歲,男,22
113,按登記日期分,臺中市西屯區,39歲,男,23
113,按登記日期分,臺中市西屯區,40歲,男,28
113,按登記日期分,臺中市西屯區,41歲,男,9
113,按登記日期分,臺中市西屯區,42歲,男,4
113,按登記日期分,臺中市西屯區,43歲,男,3
113,按登記日期分,臺中市西屯區,44歲,男,1
113,按登記日期分,臺中市西屯區,45歲,男,2
113,按登記日期分,臺中市西屯區,46歲,男,3
113,按登記日期分,臺中市西屯區,47歲,男,0
113,按登記日期分,臺中市西屯區,48歲,男,0
113,按登記日期分,臺中市西屯區,49歲,男,1
113,按登記日期分,臺中市西屯區,50歲以上,男,0
113,按登記日期分,臺中市西屯區,未滿15歲,女,0
113,按登記日期分,臺中市西屯區,15歲,女,0
113,按登記日期分,臺中市西屯區,16歲,女,0
113,按登記日期分,臺中市西屯區,17歲,女,0
113,按登記日期分,臺中市西屯區,18歲,女,1
113,按登記日期分,臺中市西屯區,19歲,女,2
113,按登記日期分,臺中市西屯區,20歲,女,1
113,按登記日期分,臺中市西屯區,21歲,女,1
113,按登記日期分,臺中市西屯區,22歲,女,3
113,按登記日期分,臺中市西屯區,23歲,女,5
113,按登記日期分,臺中市西屯區,24歲,女,13
113,按登記日期分,臺中市西屯區,25歲,女,16
113,按登記日期分,臺中市西屯區,26歲,女,15
113,按登記日期分,臺中市西屯區,27歲,女,36
113,按登記日期分,臺中市西屯區,28歲,女,30
113,按登記日期分,臺中市西屯區,29歲,女,44
113,按登記日期分,臺中市西屯區,30歲,女,44
113,按登記日期分,臺中市西屯區,31歲,女,45
113,按登記日期分,臺中市西屯區,32歲,女,45
113,按登記日期分,臺中市西屯區,33歲,女,43
113,按登記日期分,臺中市西屯區,34歲,女,48
113,按登記日期分,臺中市西屯區,35歲,女,44
113,按登記日期分,臺中市西屯區,36歲,女,31
113,按登記日期分,臺中市西屯區,37歲,女,21
113,按登記日期分,臺中市西屯區,38歲,女,30
113,按登記日期分,臺中市西屯區,39歲,女,26
113,按登記日期分,臺中市西屯區,40歲,女,14
113,按登記日期分,臺中市西屯區,41歲,女,10
113,按登記日期分,臺中市西屯區,42歲,女,5
113,按登記日期分,臺中市西屯區,43歲,女,3
113,按登記日期分,臺中市西屯區,44歲,女,2
113,按登記日期分,臺中市西屯區,45歲,女,3
113,按登記日期分,臺中市西屯區,46歲,女,1
113,按登記日期分,臺中市西屯區,47歲,女,0
113,按登記日期分,臺中市西屯區,48歲,女,0
113,按登記日期分,臺中市西屯區,49歲,女,0
113,按登記日期分,臺中市西屯區,50歲以上,女,0
113,按登記日期分,臺中市南屯區,未滿15歲,男,0
113,按登記日期分,臺中市南屯區,15歲,男,0
113,按登記日期分,臺中市南屯區,16歲,男,0
113,按登記日期分,臺中市南屯區,17歲,男,0
113,按登記日期分,臺中市南屯區,18歲,男,1
113,按登記日期分,臺中市南屯區,19歲,男,3
113,按登記日期分,臺中市南屯區,20歲,男,2
113,按登記日期分,臺中市南屯區,21歲,男,1
113,按登記日期分,臺中市南屯區,22歲,男,6
113,按登記日期分,臺中市南屯區,23歲,男,4
113,按登記日期分,臺中市南屯區,24歲,男,9
113,按登記日期分,臺中市南屯區,25歲,男,11
113,按登記日期分,臺中市南屯區,26歲,男,20
113,按登記日期分,臺中市南屯區,27歲,男,19
113,按登記日期分,臺中市南屯區,28歲,男,17
113,按登記日期分,臺中市南屯區,29歲,男,25
113,按登記日期分,臺中市南屯區,30歲,男,48
113,按登記日期分,臺中市南屯區,31歲,男,49
113,按登記日期分,臺中市南屯區,32歲,男,50
113,按登記日期分,臺中市南屯區,33歲,男,43
113,按登記日期分,臺中市南屯區,34歲,男,45
113,按登記日期分,臺中市南屯區,35歲,男,36
113,按登記日期分,臺中市南屯區,36歲,男,38
113,按登記日期分,臺中市南屯區,37歲,男,21
113,按登記日期分,臺中市南屯區,38歲,男,18
113,按登記日期分,臺中市南屯區,39歲,男,14
113,按登記日期分,臺中市南屯區,40歲,男,15
113,按登記日期分,臺中市南屯區,41歲,男,7
113,按登記日期分,臺中市南屯區,42歲,男,10
113,按登記日期分,臺中市南屯區,43歲,男,4
113,按登記日期分,臺中市南屯區,44歲,男,1
113,按登記日期分,臺中市南屯區,45歲,男,0
113,按登記日期分,臺中市南屯區,46歲,男,0
113,按登記日期分,臺中市南屯區,47歲,男,1
113,按登記日期分,臺中市南屯區,48歲,男,0
113,按登記日期分,臺中市南屯區,49歲,男,1
113,按登記日期分,臺中市南屯區,50歲以上,男,0
113,按登記日期分,臺中市南屯區,未滿15歲,女,0
113,按登記日期分,臺中市南屯區,15歲,女,0
113,按登記日期分,臺中市南屯區,16歲,女,0
113,按登記日期分,臺中市南屯區,17歲,女,0
113,按登記日期分,臺中市南屯區,18歲,女,1
113,按登記日期分,臺中市南屯區,19歲,女,0
113,按登記日期分,臺中市南屯區,20歲,女,0
113,按登記日期分,臺中市南屯區,21歲,女,3
113,按登記日期分,臺中市南屯區,22歲,女,2
113,按登記日期分,臺中市南屯區,23歲,女,6
113,按登記日期分,臺中市南屯區,24歲,女,4
113,按登記日期分,臺中市南屯區,25歲,女,11
113,按登記日期分,臺中市南屯區,26歲,女,12
113,按登記日期分,臺中市南屯區,27歲,女,14
113,按登記日期分,臺中市南屯區,28歲,女,34
113,按登記日期分,臺中市南屯區,29歲,女,36
113,按登記日期分,臺中市南屯區,30歲,女,41
113,按登記日期分,臺中市南屯區,31歲,女,43
113,按登記日期分,臺中市南屯區,32歲,女,43
113,按登記日期分,臺中市南屯區,33歲,女,46
113,按登記日期分,臺中市南屯區,34歲,女,41
113,按登記日期分,臺中市南屯區,35歲,女,32
113,按登記日期分,臺中市南屯區,36歲,女,31
113,按登記日期分,臺中市南屯區,37歲,女,19
113,按登記日期分,臺中市南屯區,38歲,女,19
113,按登記日期分,臺中市南屯區,39歲,女,12
113,按登記日期分,臺中市南屯區,40歲,女,18
113,按登記日期分,臺中市南屯區,41歲,女,7
113,按登記日期分,臺中市南屯區,42歲,女,9
113,按登記日期分,臺中市南屯區,43歲,女,4
113,按登記日期分,臺中市南屯區,44歲,女,1
113,按登記日期分,臺中市南屯區,45歲,女,0
113,按登記日期分,臺中市南屯區,46歲,女,1
113,按登記日期分,臺中市南屯區,47歲,女,0
113,按登記日期分,臺中市南屯區,48歲,女,0
113,按登記日期分,臺中市南屯區,49歲,女,0
113,按登記日期分,臺中市南屯區,50歲以上,女,0
113,按登記日期分,臺中市北屯區,未滿15歲,男,1
113,按登記日期分,臺中市北屯區,15歲,男,0
113,按登記日期分,臺中市北屯區,16歲,男,1
113,按登記日期分,臺中市北屯區,17歲,男,0
113,按登記日期分,臺中市北屯區,18歲,男,2
113,按登記日期分,臺中市北屯區,19歲,男,1
113,按登記日期分,臺中市北屯區,20歲,男,2
113,按登記日期分,臺中市北屯區,21歲,男,4
113,按登記日期分,臺中市北屯區,22歲,男,9
113,按登記日期分,臺中市北屯區,23歲,男,15
113,按登記日期分,臺中市北屯區,24歲,男,19
113,按登記日期分,臺中市北屯區,25歲,男,18
113,按登記日期分,臺中市北屯區,26歲,男,23
113,按登記日期分,臺中市北屯區,27歲,男,41
113,按登記日期分,臺中市北屯區,28歲,男,63
113,按登記日期分,臺中市北屯區,29歲,男,73
113,按登記日期分,臺中市北屯區,30歲,男,72
113,按登記日期分,臺中市北屯區,31歲,男,82
113,按登記日期分,臺中市北屯區,32歲,男,98
113,按登記日期分,臺中市北屯區,33歲,男,94
113,按登記日期分,臺中市北屯區,34歲,男,66
113,按登記日期分,臺中市北屯區,35歲,男,71
113,按登記日期分,臺中市北屯區,36歲,男,77
113,按登記日期分,臺中市北屯區,37歲,男,54
113,按登記日期分,臺中市北屯區,38歲,男,47
113,按登記日期分,臺中市北屯區,39歲,男,38
113,按登記日期分,臺中市北屯區,40歲,男,29
113,按登記日期分,臺中市北屯區,41歲,男,20
113,按登記日期分,臺中市北屯區,42歲,男,25
113,按登記日期分,臺中市北屯區,43歲,男,10
113,按登記日期分,臺中市北屯區,44歲,男,2
113,按登記日期分,臺中市北屯區,45歲,男,2
113,按登記日期分,臺中市北屯區,46歲,男,2
113,按登記日期分,臺中市北屯區,47歲,男,0
113,按登記日期分,臺中市北屯區,48歲,男,0
113,按登記日期分,臺中市北屯區,49歲,男,0
113,按登記日期分,臺中市北屯區,50歲以上,男,0
113,按登記日期分,臺中市北屯區,未滿15歲,女,0
113,按登記日期分,臺中市北屯區,15歲,女,0
113,按登記日期分,臺中市北屯區,16歲,女,0
113,按登記日期分,臺中市北屯區,17歲,女,1
113,按登記日期分,臺中市北屯區,18歲,女,2
113,按登記日期分,臺中市北屯區,19歲,女,3
113,按登記日期分,臺中市北屯區,20歲,女,3
113,按登記日期分,臺中市北屯區,21歲,女,5
113,按登記日期分,臺中市北屯區,22歲,女,3
113,按登記日期分,臺中市北屯區,23歲,女,10
113,按登記日期分,臺中市北屯區,24歲,女,19
113,按登記日期分,臺中市北屯區,25歲,女,18
113,按登記日期分,臺中市北屯區,26歲,女,25
113,按登記日期分,臺中市北屯區,27歲,女,48
113,按登記日期分,臺中市北屯區,28歲,女,44
113,按登記日期分,臺中市北屯區,29歲,女,67
